uniprot_id,median_tm,n_datasets
FPGS,45.53,25
GCC2,45.53,31
KIF14,45.53,21
RNF40,45.53,33
GREB1,45.53,6
KANK2,45.53,12
XDH,45.53,2
Q12904-2_AIMP1,45.54,1
J3KQ73_FKBP8,45.54,3
SETDB1,45.54,31
TAX1BP3,45.54,25
H0Y759_BAG6,45.55,4
Q96HP0_DOCK6,45.55,2
G3V1N5_USP28,45.55,2
CCDC88C,45.55,27
STAT2,45.55,33
TUT1,45.55,27
RGS3,45.55,11
IQSEC2,45.55,4
Q05823_RNASEL,45.55,6
Q8N5A5-2_ZGPAT,45.55,4
SYK,45.55,18
C10ORF11,45.55,10
PPP1R16A,45.55,2
Q2M3D2_EXOC3L2,45.56,1
B7Z7N6_PDK1,45.56,2
TRIM65,45.56,29
JARID1A,45.56,4
GTF3C5,45.57,29
ZNF281,45.57,4
C10ORF46,45.57,15
ZBED5,45.57,2
SPTA1,45.57,8
Q15233_NONO,45.58,14
B4DGM3_SMARCE1,45.58,3
ARHGEF1,45.58,33
NONO,45.58,33
SETD1A,45.58,25
SNX17,45.58,33
C1ORF103,45.58,3
NSD1,45.58,2
PTOV1,45.59,6
C9JD32_RPL23,45.59,1
PRPF39,45.59,33
RBM28,45.59,10
APEX2,45.59,4
FAM60A,45.59,5
E7EP42_TIMM23B,45.59,2
H7BYW9_RERE,45.6,1
ARID4B,45.6,24
C2ORF3,45.6,31
CCDC5,45.6,31
FANCD2,45.6,29
SR140,45.6,33
RGS14,45.6,23
NR6A1,45.6,6
Q9BUD6_SPON2,45.61,2
Q9H981_ACTR8,45.61,10
Q9P2D1_CHD7,45.61,5
E7ESA8_PRPF31,45.61,2
ARHGEF12,45.61,23
CASKIN2,45.61,17
NIPBL,45.61,22
PTPN9,45.61,25
P52292_KPNA2,45.61,20
Q9H2A2_ALDH8A1,45.61,4
HNF4A,45.62,6
O75154_RAB11FIP3,45.62,1
AP4E1,45.62,29
CHUK,45.62,33
DOCK7,45.62,21
TOPBP1,45.62,11
GRAP2,45.62,17
C9ORF156,45.62,1
H3BNF0_NUBP2,45.62,2
P40692_MLH1,45.62,14
Q01543_FLI1,45.63,2
Q01826_SATB1,45.63,2
REXO4,45.63,10
Q3SXM5-2_HSDL1,45.63,1
Q92540_SMG7,45.63,1
C9JIW2_ELMO1,45.63,1
ERAL1,45.63,23
OGFR,45.63,33
ZNF574,45.63,29
LCP2,45.63,21
PSMC3IP,45.63,13
Q8WYA6_CTNNBL1,45.63,8
ACAP3,45.64,8
SPTB,45.64,15
TAF9,45.64,33
XPC,45.64,14
NOC4L,45.64,25
KCTD18,45.64,2
B5MCF9_PES1,45.65,17
GAK,45.65,33
LRWD1,45.65,29
RAVER2,45.65,15
TAF6,45.65,25
PHF16,45.65,5
RASA3,45.65,17
HOXB9,45.65,4
KANK4,45.65,6
P78347-2_GTF2I,45.66,22
Q14183_DOC2A,45.66,2
ANLN,45.66,31
CRNKL1,45.66,21
MYEF2,45.66,10
KIAA1310,45.66,12
STX5,45.66,27
ASB1,45.66,7
LONRF2,45.66,2
FNDC3B,45.66,12
Q9BVL4_SELO,45.67,22
F8W9Q2_PAF1,45.67,1
Q9UG52_DKFZp564L232,45.67,5
Q8NF50-4_DOCK8,45.67,5
F5GZW3_ARHGAP4,45.67,5
BRD7,45.67,8
MCRS1,45.67,6
Q14166_TTLL12,45.67,22
O60306_AQR,45.68,13
H0YNB6_PBX3,45.68,1
DNA2,45.68,18
TBC1D2B,45.68,23
TRMT12,45.68,3
VHL,45.69,10
RIN1,45.69,10
MTERFD3,45.69,2
Q13155_AIMP2,45.69,17
E9PK95_RXRB,45.69,1
NCF2,45.69,4
Q06187_BTK,45.7,8
Q14934-13_NFATC4,45.7,1
ANKFY1,45.7,33
POGK,45.7,29
RACGAP1,45.7,25
RAF1,45.7,31
AGAP3,45.7,29
Q68DK2-2_ZFYVE26,45.7,2
Q5VY93_ARHGEF2,45.71,9
ARHGEF2,45.71,33
CHERP,45.71,33
GTF3C2,45.71,17
MADD,45.71,33
CEP27,45.71,23
SMYD3,45.71,29
PLCXD1,45.72,2
Q8TAD8_SNIP1,45.72,5
Q14526_HIC1,45.72,2
ATAD5,45.72,6
L3MBTL3,45.72,8
RBM16,45.72,27
ELMO3,45.72,2
Q96JB3-2_HIC2,45.72,2
Q3BDU3_PMS1,45.73,2
Q9NQ75_CASS4,45.73,5
C9J5J4_LIN9,45.73,3
KIAA0841,45.73,31
MMACHC,45.73,12
PMVK,45.73,31
KLHL25,45.73,13
LOC643446,45.74,2
Q9Y5T5-2_USP16,45.74,7
RILPL1,45.74,18
RIPK1,45.74,33
TP53BP2,45.74,23
TTC27,45.74,33
USP32,45.74,29
TRAF5,45.74,7
ZZZ3,45.74,16
Q8NEM0-2_MCPH1,45.75,2
F5GXY5_SASS6,45.75,6
RPRD1A,45.75,31
ING1,45.75,6
Q9NRL2-2_BAZ1A,45.75,10
TOP3A,45.75,16
VEPH1,45.75,2
Q00535-2_CDK5,45.76,1
Q14807_KIF22,45.76,7
CCDC99,45.76,31
COG1,45.76,33
ANKRD11,45.76,4
FEM1A,45.76,3
Q9NRZ9-2_HELLS,45.76,4
GPATCH3,45.76,4
Q8TEW0-7_PARD3,45.77,2
ITSN2,45.77,32
SH3PXD2A,45.77,10
E7ETT6_ZSWIM3,45.77,1
CLASP1,45.77,33
L3MBTL2,45.77,11
TRIM33,45.77,33
SFRS17A,45.78,8
F5H0R1_TUT1,45.78,8
Q5JU85-3_IQSEC2,45.78,6
Q86XP1_DGKH,45.78,3
ELL,45.78,27
ERBB2,45.78,8
PLCG2,45.78,25
RECQL5,45.78,14
STUB1,45.78,33
BTBD3,45.78,2
NEIL2,45.78,4
EZH2,45.79,17
DDX3Y,45.79,6
DNAL4,45.79,3
H7C1M5_DNTTIP1,45.8,4
SPATA13,45.8,2
Q6DKI1_RPL7L1,45.8,3
ANKS1A,45.8,27
C17ORF85,45.8,14
XRCC5,45.8,33
CDCA7L,45.8,2
ERF,45.8,13
ARMC5,45.81,4
P28702_RXRB,45.81,13
Q9NZI7-4_UBP1,45.81,8
PARD3,45.81,19
REXO1,45.81,3
P57076_C21orf59,45.82,21
C9JDR0_NSDHL,45.82,3
D6RHX8_GRK6,45.82,1
Q96KN4_FAM84A,45.82,2
JMJD2A,45.82,21
RIF1,45.82,27
YARS,45.82,33
MLX,45.82,21
Q9UG01_IFT172,45.83,2
C3ORF37,45.83,27
DNMBP,45.83,31
EXO1,45.83,4
GRPEL2,45.83,19
MORC3,45.83,33
PHF20L1,45.84,6
B7Z632_ORC4L,45.84,1
O75152_ZC3H11A,45.84,6
CDC34,45.84,25
FBXO7,45.84,29
KIAA1267,45.84,8
NEK8,45.84,1
FANCA,45.84,8
K7EP32_UBXN6,45.85,14
O14920-4_IKBKB,45.85,1
GRK6,45.85,29
RBM14,45.85,29
NBEAL2,45.85,31
DAPP1,45.86,6
A6NHR9_SMCHD1,45.86,15
O95239_KIF4A,45.86,15
Q9BYD6_MRPL1,45.86,17
D6R9W2_GSTCD,45.86,1
Q96H55-2_MYO19,45.86,2
Q9NRZ9-4_HELLS,45.86,2
Q9GZR2_REXO4,45.86,3
HK2,45.86,31
NOP14,45.86,29
FAIM,45.86,5
C16ORF75,45.86,4
Q9Y5Q9_GTF3C3,45.87,15
P27987_ITPKB,45.87,3
B0S7V7_CCHCR1,45.87,3
C14ORF94,45.87,31
GRB10,45.87,12
CARD9,45.88,14
PHF21A,45.88,4
B4DNZ5_HUMAN,45.88,2
Q9BZD4_NUF2,45.88,13
NUP93,45.88,33
RERE,45.88,25
RPRD2,45.88,33
ARHGAP25,45.88,21
RBBP8,45.88,7
PLEKHA5,45.89,14
TADA2B,45.89,6
IFI44,45.89,2
Q9Y620_RAD54B,45.89,6
COG3,45.89,29
EHBP1,45.89,31
MBTD1,45.89,13
STK10,45.89,27
Q9Y4B4_RAD54L2,45.9,7
P82912-3_MRPS11,45.9,2
E9PRE7_PC,45.9,3
DDX3X,45.9,33
KIAA0020,45.9,10
GAS7,45.9,5
ZFP1,45.9,7
GLYCTK,45.9,6
LGALS2,45.9,4
Q9H9Y6-2_POLR1B,45.91,2
Q9BVI0_PHF20,45.91,1
BARD1,45.91,14
FBRS,45.91,11
GIPC3,45.91,4
B4E0T7_LRCH3,45.91,8
Q9NVE5_USP40,45.91,4
B4DHT5_ACSF2,45.91,6
TEAD4,45.91,8
Q9Y305-3_ACOT9,45.92,1
AP4B1,45.92,29
NCF4,45.92,6
AIM1L,45.92,2
G5E9A6_USP11,45.92,18
U2AF1,45.92,32
Q96GX5-2_MASTL,45.93,10
IRS4,45.93,2
REPS1,45.93,33
NES,45.93,12
ZNF408,45.93,3
LOC644937,45.93,1
P11277_SPTB,45.94,2
Q15910-3_EZH2,45.94,2
ZNF121,45.94,2
J3KR55_PTPN7,45.94,6
CDC5L,45.94,31
HPS6,45.94,19
PKMYT1,45.94,16
FCHSD2,45.94,21
CP110,45.94,9
ECE2,45.94,11
BIRC5,45.94,2
DHX58,45.94,2
Q6PIW4-2_FIGNL1,45.95,15
Q96PU4_UHRF2,45.95,3
Q9UL54-2_TAOK2,45.95,10
D6RJF0_CENPK,45.95,1
Q07864_POLE,45.95,4
AP1G2,45.95,29
ORC5L,45.95,33
RBL1,45.95,25
USP38,45.95,17
M0QYI9_C19orf60,45.96,1
P42331-5_ARHGAP25,45.96,2
HNRPLL,45.96,33
MAPK8,45.96,23
RRN3,45.96,19
OSBPL7,45.96,7
GABPB2,45.96,3
Q9NS91_RAD18,45.97,10
INTS6,45.97,14
PHF1,45.97,2
C9J282_MIIP,45.97,1
H9KV59_PRC1,45.97,4
H0YD93_RUFY2,45.97,4
ABL2,45.97,31
C14ORF156,45.97,33
SMARCE1,45.97,33
SH3RF3,45.97,4
ZC3H11A,45.98,20
B4DQE7_HDAC8,45.98,7
DIS3,45.98,33
SH2B1,45.98,9
SIPA1L3,45.98,1
B7WP27_CWC22,45.98,16
MLL4,45.98,6
RTKN,45.98,10
Q01081-4_U2AF1,45.99,2
Q8IUH3-3_RBM45,45.99,4
H9KV46_KIF18B,45.99,2
Q9BYW2_SETD2,45.99,9
PTPN6,45.99,31
TTC5,45.99,25
PHF17,46.0,2
ERG,46.0,2
O00463_TRAF5,46.0,7
A8MTQ3_TFPT,46.0,1
Q9ULU4-9_ZMYND8,46.0,2
CHAF1A,46.0,17
Q9Y5B6-2_PAXBP1,46.0,2
Q13309_SKP2,46.0,6
ITPKC,46.0,8
F8W130_TROAP,46.01,1
CASP2,46.01,29
TBK1,46.01,33
SUPT3H,46.01,7
CCNYL1,46.01,14
ZCCHC4,46.01,2
B4DY13_GTPBP4,46.02,2
BCAR1,46.02,20
SHROOM1,46.02,10
Q14318-2_FKBP8,46.02,18
GRIP1,46.02,4
Q9Y3Z3-3_SAMHD1,46.02,1
E9PEL9_SYNE1,46.02,3
BLM,46.02,9
CDK4,46.02,27
DHFR,46.02,31
IFIT5,46.02,23
MASTL,46.02,23
TST,46.02,31
H0YBR2_ESRP1,46.02,2
E9PP40_LRRC14,46.02,2
GDAP2,46.02,22
E9PFB9_CCDC18,46.03,4
M0R210_RPS16,46.03,1
GATAD2B,46.03,33
KIN,46.03,19
SMARCB1,46.03,31
SNX27,46.03,29
TUBGCP4,46.03,27
Q2NKX8_ERCC6L,46.03,12
H7C224_IRAK1,46.03,2
MAFK,46.03,2
Q9BRX2_PELO,46.04,20
Q9H9F9_ACTR5,46.04,13
B4DK80_TOP3A,46.04,7
G3V4A5_MED6,46.04,5
Q15051-2_IQCB1,46.04,1
DMAP1,46.04,18
KCNAB1,46.04,2
SNX29,46.04,3
ZEB2,46.04,4
H0Y9L4_WHSC1,46.05,2
H0YHR7_NUBPL,46.05,1
Q5T8A0_MRPS2,46.05,1
B7Z8H2_TRDMT1,46.05,4
CHMP7,46.05,31
DDX58,46.05,21
INPP5F,46.05,25
SMARCA1,46.05,10
TBP,46.05,19
PET112L,46.05,29
ZC3H12A,46.05,9
CCDC45,46.05,2
GBP6,46.05,2
HMBOX1,46.05,8
P00374_DHFR,46.06,19
P25490_YY1,46.06,9
B5ME25_METTL8,46.06,5
F5GYT8_MCCC1,46.06,1
A2IDC7_MRPL28,46.06,1
F8VQX7_OSBPL8,46.06,1
MED12,46.06,17
TCF12,46.06,23
TTF2,46.06,21
WDR3,46.06,21
ZWINT,46.06,25
MAGED1,46.06,17
ITPKB,46.06,5
Q5UIP0-2_RIF1,46.06,8
E7EU13_ARAP1,46.06,2
Q86YR5-4_GPSM1,46.07,13
Q15555_MAPRE2,46.07,9
Q9BZF1-3_OSBPL8,46.07,11
H3BT22_ORC6,46.07,3
F8VU11_PRPF40B,46.07,1
BRD2,46.07,23
TFCP2,46.07,19
C15ORF23,46.07,27
C14ORF119,46.08,4
LRPPRC,46.08,33
PARP2,46.08,11
HNF1A,46.08,2
FAM110C,46.08,8
BRD9,46.08,4
D3DQV9_EIF4G2,46.09,10
Q9UBS0_RPS6KB2,46.09,16
E9PHH8_PIAS3,46.09,2
IFT74,46.09,16
RBM12B,46.09,12
M0R026_ILVBL,46.09,1
Q92759_GTF2H4,46.09,7
B0QY04_NCF4,46.09,1
MTA3,46.09,25
ORC2L,46.09,27
STK39,46.09,29
Q16666-2_IFI16,46.09,2
CHD3,46.09,6
LAMB3,46.09,2
H0YJV7_YY1,46.1,1
Q13322-3_GRB10,46.1,5
HNRNPH3,46.1,31
POLRMT,46.1,31
TADA1L,46.1,19
ZNF609,46.1,23
OBFC2B,46.1,2
E9PNW8_FAR1,46.11,2
O75400_PRPF40A,46.11,4
MBIP,46.11,12
J3KMX2_SMARCD2,46.11,11
J3QRC3_NAT9,46.11,3
TBC1D2,46.11,19
Q7Z333-3_SETX,46.12,3
Q8WVC0-2_LEO1,46.12,1
GIT2,46.12,33
HTATSF1,46.12,33
IPO4,46.12,33
IWS1,46.12,33
KIAA1967,46.12,33
SIN3A,46.12,33
SMTN,46.12,23
TSFM,46.12,33
UBOX5,46.12,3
LEF1,46.12,5
E7EQN5_ARHGAP4,46.12,4
Q6AI12_ANKRD40,46.12,2
Q9NWZ5-3_UCKL1,46.13,2
C12ORF35,46.13,2
Q99543_DNAJC2,46.13,21
Q93015_NAT6,46.13,9
P55201-4_BRPF1,46.13,1
Q86Y01_DTX1,46.13,1
CCDC41,46.13,15
LEO1,46.13,29
MSH6,46.13,27
NOL9,46.13,13
ORC3L,46.13,27
PRIM1,46.13,33
SMARCD1,46.13,29
UBR1,46.13,33
P35236-2_PTPN7,46.14,2
KIAA0430,46.14,14
C9JA69_BBX,46.14,3
Q2TAL8_QRICH1,46.14,15
Q9GZS1-2_POLR1E,46.14,11
O15091-2_KIAA0391,46.14,3
E7EQX7_TP53,46.14,2
KELCHL,46.14,14
ZNF292,46.14,4
B4DNZ7_EYA3,46.14,2
VIL1,46.14,6
BPTF,46.15,25
SMARCC1,46.15,33
PHF19,46.16,6
FAM127A,46.16,2
B4DR52_HIST2H2BF,46.16,5
H0YEN0_RIC8A,46.16,1
Q6PL18_ATAD2,46.16,1
Q9H0A0_NAT10,46.16,4
D3YTE1_PHF20L1,46.16,2
C9JGY1_CBWD1,46.16,1
DACH1,46.16,4
NAT6,46.16,3
O00418_EEF2K,46.16,16
KIF22,46.16,18
NKTR,46.16,4
Q969S9-3_GFM2,46.17,6
B5MD38_HADHB,46.17,1
H0Y8W3_RGS14,46.17,3
F8W126_MCRS1,46.17,1
EIF3E,46.17,33
GOLPH3L,46.17,23
KIF11,46.17,31
RNF20,46.17,33
CREB3L2,46.17,4
TRAF3,46.17,1
B7Z7A3_GTPBP4,46.18,1
GATAD2A,46.18,33
MED27,46.18,27
PPIL2,46.18,29
LIMK2,46.18,23
FBXO31,46.18,6
Q96NW4_ANKRD27,46.19,6
Q9BSJ8-2_ESYT1,46.19,4
CHD2,46.19,12
Q9BTT0_ANP32E,46.19,12
H0Y750_ATP6AP2,46.19,1
EIF3I,46.19,33
LZTR1,46.19,13
RBM26,46.19,33
SMARCD2,46.19,33
AES,46.19,13
JARID1B,46.19,2
POLB,46.19,29
Q00341_HDLBP,46.2,22
J3KNI1_COG4,46.2,13
P21127_CDK11B,46.2,3
ARHGEF11,46.2,21
FANCI,46.2,33
MEX3D,46.2,6
RAB3GAP2,46.2,33
UTRN,46.2,25
BBX,46.2,4
GSE1,46.2,21
RGNEF,46.2,8
SS18L1,46.2,6
NAV2,46.2,5
C9JDG0_DIAPH3,46.21,8
P40617_ARL4A,46.21,1
E5RG04_,46.21,1
Q8TDC3_BRSK1,46.21,1
ARHGEF18,46.21,33
BCORL1,46.21,4
CDK6,46.21,33
EPRS,46.21,33
SMG5,46.21,25
RP5-1077B9 4,46.21,1
H3BM14_NUB1,46.22,14
Q9Y2V7-2_COG6,46.22,10
Q8N8A6_DDX51,46.22,2
ANKS3,46.22,2
TRIM24,46.22,18
E7EU24_CBFA2T3,46.22,5
J3KT25_IMPACT,46.22,1
F5GWK5_STARD10,46.22,1
ORC4L,46.22,27
RAB3GAP,46.22,33
RWDD4A,46.22,13
GBP5,46.22,4
ARL4C,46.22,3
TEAD1,46.23,8
PRPF40B,46.23,2
C17ORF63,46.23,2
KPNA6,46.23,33
PAN2,46.23,31
PDE4DIP,46.23,27
UNC45A,46.23,33
SCMH1,46.23,1
BAZ2A,46.23,6
ZNRD1,46.23,2
Q93074-3_MED12,46.23,2
CBX4,46.23,6
CCNDBP1,46.23,12
E2F6,46.23,10
RAPGEFL1,46.23,2
Q14397_GCKR,46.24,4
KIAA1305,46.24,2
WNK3,46.24,6
H7C2A7_HIRA,46.24,1
PPIL5,46.24,11
TAF6L,46.24,19
C6ORF190,46.24,9
Q9NS23-3_RASSF1,46.25,2
DIS3L,46.25,18
PAPD4,46.25,2
E9PAU2_RAVER1,46.25,18
P55795_HNRNPH2,46.25,20
O15020-2_SPTBN2,46.25,11
I3L2K5_ZC3H7A,46.25,5
Q7Z4H7-3_HAUS6,46.25,10
Q96GM5-2_SMARCD1,46.25,3
E9PF84_IDH3G,46.25,1
K7EIS6_C18orf8,46.25,1
H0YMX0_PKNOX1,46.25,1
F5H0Y3_MLF2,46.25,1
ARID1A,46.25,33
BRCA1,46.25,6
EPPK1,46.25,23
GIT1,46.25,33
KIFC1,46.25,29
LDLRAP1,46.25,27
PPM1G,46.25,33
FAM83A,46.25,4
IGLL1,46.25,7
TFDP2,46.25,1
D6W592_HNRPLL,46.25,8
E1P5Q0_TRPC4AP,46.25,2
ACSM3,46.25,18
I6L8A6_RBBP8,46.26,2
F5H7P6_GBA2,46.26,1
Q9NUQ8-2_ABCF3,46.26,10
C6ORF145,46.26,6
SMEK2,46.26,33
Q14160_SCRIB,46.26,18
E7EMP6_C3orf37,46.26,4
O75928-2_PIAS2,46.27,6
NCOA4,46.27,12
CDC42BPG,46.27,4
DBF4,46.27,4
NFKB1,46.27,33
WAPAL,46.27,29
H7C2M7_ARMC10,46.27,2
RRP1B,46.27,12
TAF4B,46.28,2
C1ORF107,46.28,27
HMMR,46.28,31
KIAA1688,46.28,4
PBK,46.28,31
STAT5B,46.28,29
Q5VVC9_RPL11,46.28,2
CWF19L2,46.28,18
SATB2,46.28,6
RBM18,46.28,8
O60268-2_KIAA0513,46.29,1
F5H7B3_CDC14A,46.29,1
Q7L4P6-2_BEND5,46.29,2
FASTKD5,46.29,33
LAS1L,46.29,13
NCK1,46.29,33
RNF12,46.29,4
P15498_VAV1,46.3,4
C9JDZ2_FAIM,46.3,2
P04049_RAF1,46.3,1
CDR2,46.3,15
COIL,46.3,15
DCP2,46.3,22
GRIPAP1,46.3,33
KIAA1279,46.3,33
PSTPIP2,46.3,16
TBRG4,46.3,31
FOXC2,46.3,2
Q0VDF9_HSPA14,46.3,20
K7ELK7_R3HDM4,46.3,2
Q6PI47-3_KCTD18,46.3,2
BMX,46.3,2
P52701_MSH6,46.31,16
O60942-3_RNGTT,46.31,1
P54278-4_PMS2,46.31,1
MKRN2,46.31,27
RABEP2,46.31,33
RING1,46.31,15
TDRD7,46.31,27
Q7LDG7_RASGRP2,46.31,4
ARHGEF15,46.31,2
CHFR,46.31,4
P02549-2_SPTA1,46.32,2
Q5T0D9-2_TPRG1L,46.32,1
ATF7IP,46.32,29
C17ORF56,46.32,17
FIP1L1,46.32,24
TRADD,46.32,23
USP47,46.32,33
ZNF689,46.33,4
F5H4B1_PRAME,46.33,9
B4DHX2_AGTPBP1,46.33,1
E7EV43_RWDD4,46.33,2
DOHH,46.33,29
PRPF38A,46.33,19
PTK2B,46.33,23
HSD11B2,46.33,6
EPHB6,46.33,2
CYTIP,46.34,2
Q9C035-2_TRIM5,46.34,1
F5H1Y4_GOPC,46.34,8
P17482_HOXB9,46.34,6
F5H5P4_VAV1,46.34,1
Q14966-3_ZNF638,46.34,2
Q6WKZ4-3_RAB11FIP1,46.34,2
H3BQM0_PAPD5,46.34,2
CPSF2,46.34,29
LRRC41,46.34,29
MUDENG,46.34,15
PIAS2,46.34,17
ARHGAP9,46.34,12
IFIT3,46.34,4
RASAL3,46.34,13
AKAP10,46.34,11
Q5VVJ2-2_MYSM1,46.35,4
BAZ2B,46.35,2
Q6UX07_DHRS13,46.35,8
Q12809-4_KCNH2,46.35,1
Q9H3U5-4_MFSD1,46.35,1
Q9HCL3_ZFP14,46.35,2
P24522_GADD45A,46.35,1
METTL2B,46.35,23
NEK1,46.35,17
NFATC3,46.35,29
NME7,46.35,27
CCNF,46.35,6
Q9Y2D8-2_SSX2IP,46.36,2
DOCK4,46.36,12
F5H698_LARS,46.36,14
Q6ZNJ1-2_NBEAL2,46.36,6
O95758-7_PTBP3,46.36,3
Q9UBC3-7_DNMT3B,46.36,2
CTNNAL1,46.36,24
DUS1L,46.36,33
LGTN,46.36,21
UBP1,46.36,13
NLRC5,46.36,2
Q9UNT1_RABL2B,46.36,2
P52789_HK2,46.36,12
PRODH2,46.36,6
Q8WTW3_COG1,46.37,13
F8VR31_DNA2,46.37,1
INTS3,46.37,29
POLD3,46.37,33
PPID,46.37,33
INO80E,46.37,3
Q6PJ69_TRIM65,46.38,18
PLCL1,46.38,10
EPHB4,46.38,10
R4GNG3_GIT2,46.38,1
K4DI94_SHPRH,46.38,1
Q8NC51-2_SERBP1,46.38,1
INTS8,46.38,23
UBR3,46.38,31
SIVA1,46.38,5
Q9NZM3-4_ITSN2,46.38,4
OFD1,46.38,6
Q460N5-4_PARP14,46.39,2
TAF5,46.39,16
ZNF687,46.39,12
EVPL,46.39,6
Q70J99_UNC13D,46.39,13
C9J8R7_GTPBP10,46.39,3
ABR,46.39,25
ATXN1L,46.39,17
TAF5L,46.39,9
TRIM25,46.39,33
FLJ41603,46.39,2
MLL3,46.39,4
WAC,46.39,20
POLR3E,46.4,33
SAP18,46.4,23
NFATC2,46.4,21
NFE2,46.41,8
O60488-2_ACSL4,46.41,15
P57053_H2BFS,46.41,1
H0Y764_NBEAL2,46.41,1
O15198-2_SMAD9,46.41,1
O60496_DOK2,46.41,3
M0R1B5_ILVBL,46.41,1
KIF7,46.41,9
POLR3D,46.41,23
STIL,46.41,12
RUNDC2A,46.41,17
WHSC1L1,46.41,8
Q86UV5_USP48,46.42,16
F8W1N9_NFE2,46.42,6
A2A3F8_WDR34,46.42,1
C9J931_RHEB,46.42,1
G3V379_FERMT2,46.42,2
Q8WWV3-2_RTN4IP1,46.42,2
F8W8G5_MYB,46.42,2
DNAJA2,46.42,33
EXOC6,46.42,31
SMG7,46.42,21
STAMBP,46.42,33
XRN1,46.42,21
EPC2,46.42,8
FBXO46,46.42,5
PLCD3,46.42,2
CNKSR1,46.42,2
DCUN1D3,46.42,10
Q9BX70_BTBD2,46.43,1
C20ORF4,46.43,33
EDC3,46.43,33
EP400,46.43,18
INTS5,46.43,19
RBM23,46.43,7
RBM39,46.43,33
GPS2,46.43,11
FBXL19,46.43,3
Q8NHU6-2_TDRD7,46.44,2
KIAA0892,46.44,16
TOX3,46.44,2
SHROOM3,46.44,2
Q9NXN4-2_GDAP2,46.44,13
H0Y9T8_PRR5-ARHGAP8,46.44,3
NCOR2,46.44,29
ARHGAP11A,46.44,1
Q9UQQ2_SH2B3,46.45,4
E9PJN1_RPS6KA4,46.45,3
C9J975_AGAP3,46.45,3
D6RCS1_PHF17,46.45,1
H0YAL7_EEF1E1,46.45,2
Q9BQI6_ANKRD32,46.45,1
C14ORF4,46.45,33
GIGYF2,46.45,33
HMGXB4,46.45,8
HNRNPL,46.45,28
JAK1,46.45,18
RTTN,46.45,15
SMARCC2,46.45,33
E7EN32_MEN1,46.46,2
IKBKB,46.46,31
KIF20A,46.46,13
RNF214,46.46,33
ZNF146,46.46,11
O95786_DDX58,46.47,4
IRF8,46.47,2
B4E3J8_STK38L,46.47,2
H0YB94_STAR,46.47,2
PEX5,46.47,19
RBM47,46.47,6
E9PRK7_ARL14EP,46.47,2
P51617_IRAK1,46.48,4
Q5JY65_CRNKL1,46.48,12
Q8WUA4-2_GTF3C2,46.48,2
P42704_LRPPRC,46.48,22
Q9Y4X0-3_AMMECR1,46.48,1
SIK2,46.48,11
Q5D0E6-2_DALRD3,46.48,2
KIAA0323,46.48,14
TANC2,46.48,4
ZFP36L1,46.48,10
Q14694_USP10,46.49,21
Q8IY37_DHX37,46.49,11
Q9UQR0_SCML2,46.49,11
AKAP9,46.49,29
C19ORF61,46.49,33
SAP130,46.49,15
TRMT2A,46.49,33
ZCCHC11,46.49,31
Q9UBP9_GULP1,46.49,2
Q9Y5P4_COL4A3BP,46.5,2
P30154-4_PPP2R1B,46.5,5
Q5QPR3_CDK11A,46.5,1
H0YAL2_TRIP13,46.5,1
Q6ZN54-4_DEF8,46.5,1
E7EQH1_BBS1,46.5,1
GRSF1,46.5,31
RBM17,46.5,33
TWISTNB,46.5,9
GLS2,46.5,4
Q96HA7-2_TONSL,46.5,10
Q96PK6_RBM14,46.5,14
Q9P1Q0-3_VPS54,46.5,2
FNDC3A,46.5,16
P49642_PRIM1,46.51,16
DHX34,46.51,17
ITPKA,46.51,19
NUP107,46.51,33
RANBP6,46.51,23
RCOR1,46.51,27
ZNF326,46.51,14
P13994_CCDC130,46.52,2
TMOD1,46.52,8
DEPDC7,46.52,2
P29692-3_EEF1D,46.52,6
A8MVF6_NPRL3,46.52,2
NOVA2,46.52,2
Q96DU7_ITPKC,46.52,5
P43405-2_SYK,46.52,9
J3KNP2_TBL3,46.52,1
E9PI14_MRPL16,46.52,1
EARS2,46.52,33
FAM120B,46.52,23
LSD1,46.52,33
ZNF330,46.52,31
ZHX3,46.52,3
PRSS8,46.52,2
RECQL4,46.52,8
O75534_CSDE1,46.53,16
F5GWX5_CHD4,46.53,17
Q32N00_POLD3,46.53,7
Q9BYE7-3_PCGF6,46.53,1
H3BRD0_GTF3C1,46.53,1
C9JCR1_SETD6,46.53,1
DNAJB4,46.53,27
RNPS1,46.53,7
SYNE1,46.53,11
TSEN34,46.53,33
DGKQ,46.53,21
ZNF460,46.53,2
CPSF4,46.53,10
RICH2,46.53,2
P49406_MRPL19,46.54,12
A2RRP1-2_NBAS,46.54,2
Q86U38_NOP9,46.54,7
P19793_RXRA,46.54,1
Q14BN4_SLMAP,46.54,2
B1AN89_EIF4G3,46.54,3
GTSE1,46.54,19
H2AFZ,46.54,29
INTS7,46.54,31
NSUN5,46.54,31
RNASEN,46.54,5
C9ORF80,46.54,7
O00159_MYO1C,46.55,10
P02549_SPTA1,46.55,6
P56282-3_POLE2,46.55,2
RTEL1,46.55,6
RUNDC1,46.55,8
GRTP1,46.55,2
Q13451_FKBP5,46.55,22
Q9UP83-3_COG5,46.55,5
C9J8U1_SPECC1L,46.55,1
G3XAL8_C4orf21,46.55,2
Q8TDY4-3_ASAP3,46.55,3
ACBD6,46.55,29
